0,34.77
1,35.99
2,37.21
3,38.43
4,39.65
5,40.87
6,42.09
7,43.31
8,44.53
9,45.75
10,46.97
11,48.19
12,49.41
13,50.63
14,51.85
15,53.07
16,54.29
17,55.51
18,56.73
19,57.95
20,59.17
21,60.39
22,61.61
23,62.83
24,64.05
25,65.27
26,66.49
27,67.71
28,68.93
29,70.15
30,71.37
31,72.59
32,73.81
33,75.03
34,76.25
35,77.47
36,78.69
37,79.91
38,81.13
39,82.35
40,83.57
41,84.79
42,86.01
43,87.23
44,88.45
45,89.67
46,90.89
47,92.11
48,93.33
49,94.55
50,95.77
51,96.99
52,98.21
53,99.43
54,100.65
55,101.87
56,103.09
57,104.31
58,105.53
59,106.75
60,107.97
61,109.19
62,110.41
63,111.63
64,112.85
65,114.07
66,115.29
67,116.51
68,117.73
69,118.95
70,120.17
71,121.39
72,122.61
73,123.83
74,125.05
75,126.27
76,127.49
77,128.71
78,129.93
79,131.15
80,132.37
81,133.59
82,134.81
83,136.03
84,137.25
85,138.47
86,139.69
87,140.91
88,142.13
89,143.35
90,144.57
91,145.79
92,147.01
93,148.23
94,149.45
95,150.67
96,151.89
97,153.11
98,154.33
99,155.55
100,156.77
101,157.99
102,159.21
103,160.43
104,161.65
105,162.87
106,164.09
107,165.31
108,166.53
109,167.75
110,168.97
111,170.19
112,171.41
113,172.63
114,173.85
115,175.07
116,176.29
117,177.51
118,178.73
119,179.95
120,181.17
121,182.39
122,183.61
123,184.83
124,186.05
125,187.27
126,188.49
127,189.71
128,190.93
129,192.15
130,193.37
131,194.59
132,195.81
133,197.03
134,198.25
135,199.47
136,200.69
137,201.91
138,203.13
139,204.35
140,205.57
141,206.79
142,208.01
143,209.23
144,210.45
145,211.67
146,212.89
147,214.11
148,215.33
149,216.55
150,217.77
151,218.99
152,220.21
153,221.43
154,222.65
155,223.87
156,225.09
157,226.31
158,227.53
159,228.75
160,229.97
161,231.19
162,232.41
163,233.63
164,234.85
165,236.07
166,237.29
167,238.51
168,239.73
169,240.95
170,242.17
171,243.39
172,244.61
173,245.83
174,247.05
175,248.27
176,249.49
177,250.71
178,251.93
179,253.15
180,254.37
181,255.59
182,256.81
183,258.03
184,259.25
185,260.47
186,261.69
187,262.91
188,264.13
189,265.35
190,266.57
191,267.79
192,269.01
193,270.23
194,271.45
195,272.67
196,273.89
197,275.11
198,276.33
199,277.55
200,278.77
201,279.99
202,281.21
203,282.43
204,283.65
205,284.87
206,286.09
207,287.31
208,288.53
209,289.75
210,290.97
211,292.19
212,293.41
213,294.63
214,295.85
215,297.07
216,298.29
217,299.51
218,300.73
219,301.95
220,303.17
221,304.39
222,305.61
223,306.83
224,308.05
225,309.27
226,310.49
227,311.71
228,312.93
229,314.15
230,315.37
231,316.59
232,317.81
233,319.03
234,320.25
235,321.47
236,322.69
237,323.91
238,325.13
239,326.35
240,327.57
241,328.79
242,330.01
243,331.23
244,332.45
245,333.67
246,334.89
247,336.11
248,337.33
249,338.55
250,339.77
251,340.99
252,342.21
253,343.43
254,344.65
255,345.87
256,347.09
257,348.31
258,349.53
259,350.75
260,351.97
261,353.19
262,354.41
263,355.63
264,356.85
265,358.07
266,359.29
267,360.51
268,361.73
269,362.95
270,364.17
271,365.39
272,366.61
273,367.83
274,369.05
275,370.27
276,371.49
277,372.71
278,373.93
279,375.15
280,376.37
281,377.59
282,378.81
283,380.03
284,381.25
285,382.47
286,383.69
287,384.91
288,386.13
289,387.35
290,388.57
291,389.79
292,391.01
293,392.23
294,393.45
295,394.67
296,395.89
297,397.11
298,398.33
299,399.55
300,400.77
301,401.99
302,403.21
303,404.43
304,405.65
305,406.87
306,408.09
307,409.31
308,410.53
309,411.75
310,412.97
311,414.19
312,415.41
313,416.63
314,417.85
315,419.07
316,420.29
317,421.51
318,422.73
319,423.95
320,425.17
321,426.39
322,427.61
323,428.83
324,430.05
325,431.27
326,432.49
327,433.71
328,434.93
329,436.15
330,437.37
331,438.59
332,439.81
333,441.03
334,442.25
335,443.47
336,444.69
337,445.91
338,447.13
339,448.35
340,449.57
341,450.79
342,452.01
343,453.23
344,454.45
345,455.67
346,456.89
347,458.11
348,459.33
349,460.55
350,461.77
351,462.99
352,464.21
353,465.43
354,466.65
355,467.87
356,469.09
357,470.31
358,471.53
359,472.75
360,473.97
361,475.19
362,476.41
363,477.63
364,478.85
365,480.07
366,481.29
367,482.51
368,483.73
369,484.95
370,486.17
371,487.39
372,488.61
373,489.83
374,491.05
375,492.27
376,493.49
377,494.71
378,495.93
379,497.15
380,498.37
381,499.59
382,500.81
383,502.03
384,503.25
385,504.47
386,505.69
387,506.91
388,508.13
389,509.35
390,510.57
391,511.79
392,513.01
393,514.23
394,515.45
395,516.67
396,517.89
397,519.11
398,520.33
399,521.55
400,522.77
401,523.99
402,525.21
403,526.43
404,527.65
405,528.87
406,530.09
407,531.31
408,532.53
409,533.75
410,534.97
411,536.19
412,537.41
413,538.63
414,539.85
415,541.07
416,542.29
417,543.51
418,544.73
419,545.95
420,547.17
421,548.39
422,549.61
423,550.83
424,552.05
425,553.27
426,554.49
427,555.71
428,556.93
429,558.15
430,559.37
431,560.59
432,561.81
433,563.03
434,564.25
435,565.47
436,566.69
437,567.91
438,569.13
439,570.35
440,571.57
441,572.79
442,574.01
443,575.23
444,576.45
445,577.67
446,578.89
447,580.11
448,581.33
449,582.55
450,583.77
451,584.99
452,586.21
453,587.43
454,588.65
455,589.87
456,591.09
457,592.31
458,593.53
459,594.75
460,595.97
461,597.19
462,598.41
463,599.63
464,600.85
465,602.07
466,603.29
467,604.51
468,605.73
469,606.95
470,608.17
471,609.39
472,610.61
473,611.83
474,613.05
